id_ubigeo;departamento;provincia;distrito
021809;Áncash;Santa;Nuevo Chimbote
0219 ;Áncash;Sihuas; 
021901;Áncash;Sihuas;Sihuas
021902;Áncash;Sihuas;Acobamba
021903;Áncash;Sihuas;Alfonso Ugarte
021904;Áncash;Sihuas;Cashapampa
021905;Áncash;Sihuas;Chingalpo
021906;Áncash;Sihuas;Huayllabamba
021907;Áncash;Sihuas;Quiches
021908;Áncash;Sihuas;Ragash
021909;Áncash;Sihuas;San Juan
021910;Áncash;Sihuas;Sicsibamba
0220 ;Áncash;Yungay; 
022001;Áncash;Yungay;Yungay
022002;Áncash;Yungay;Cascapara
022003;Áncash;Yungay;Mancos
022004;Áncash;Yungay;Matacoto
022005;Áncash;Yungay;Quillo
022006;Áncash;Yungay;Ranrahirca
022007;Áncash;Yungay;Shupluy
022008;Áncash;Yungay;Yanama
03  ;Apurímac; ; 
0301 ;Apurímac;Abancay; 
030101;Apurímac;Abancay;Abancay
030102;Apurímac;Abancay;Chacoche
030103;Apurímac;Abancay;Circa
030104;Apurímac;Abancay;Curahuasi
030105;Apurímac;Abancay;Huanipaca
030106;Apurímac;Abancay;Lambrama
030107;Apurímac;Abancay;Pichirhua
030108;Apurímac;Abancay;San Pedro de Cachora
030109;Apurímac;Abancay;Tamburco
0302 ;Apurímac;Andahuaylas; 
030201;Apurímac;Andahuaylas;Andahuaylas
030202;Apurímac;Andahuaylas;Andarapa
030203;Apurímac;Andahuaylas;Chiara
030204;Apurímac;Andahuaylas;Huancarama
030205;Apurímac;Andahuaylas;Huancaray
030206;Apurímac;Andahuaylas;Huayana
030207;Apurímac;Andahuaylas;Kishuara
030208;Apurímac;Andahuaylas;Pacobamba
030209;Apurímac;Andahuaylas;Pacucha
030210;Apurímac;Andahuaylas;Pampachiri
030211;Apurímac;Andahuaylas;Pomacocha
030212;Apurímac;Andahuaylas;San Antonio de Cachi
030213;Apurímac;Andahuaylas;San Jerónimo
030214;Apurímac;Andahuaylas;San Miguel de Chaccrampa
030215;Apurímac;Andahuaylas;Santa María de Chicmo
030216;Apurímac;Andahuaylas;Talavera
030217;Apurímac;Andahuaylas;Tumay Huaraca
030218;Apurímac;Andahuaylas;Turpo
030219;Apurímac;Andahuaylas;Kaquiabamba
030220;Apurímac;Andahuaylas;José María Arguedas
0303 ;Apurímac;Antabamba; 
030301;Apurímac;Antabamba;Antabamba
030302;Apurímac;Antabamba;El Oro
030303;Apurímac;Antabamba;Huaquirca
030304;Apurímac;Antabamba;Juan Espinoza Medrano
030305;Apurímac;Antabamba;Oropesa
030306;Apurímac;Antabamba;Pachaconas
030307;Apurímac;Antabamba;Sabaino
0304 ;Apurímac;Aymaraes; 
030401;Apurímac;Aymaraes;Chalhuanca
030402;Apurímac;Aymaraes;Capaya
030403;Apurímac;Aymaraes;Caraybamba
030404;Apurímac;Aymaraes;Chapimarca
030405;Apurímac;Aymaraes;Colcabamba
030406;Apurímac;Aymaraes;Cotaruse
030407;Apurímac;Aymaraes;Ihuayllo
030408;Apurímac;Aymaraes;Justo Apu Sahuaraura
030409;Apurímac;Aymaraes;Lucre
030410;Apurímac;Aymaraes;Pocohuanca
030411;Apurímac;Aymaraes;San Juan de Chacña
030412;Apurímac;Aymaraes;Sañayca
030413;Apurímac;Aymaraes;Soraya
030414;Apurímac;Aymaraes;Tapairihua
030415;Apurímac;Aymaraes;Tintay
030416;Apurímac;Aymaraes;Toraya
030417;Apurímac;Aymaraes;Yanaca
0305 ;Apurímac;Cotabambas; 
030501;Apurímac;Cotabambas;Tambobamba
030502;Apurímac;Cotabambas;Cotabambas
030503;Apurímac;Cotabambas;Coyllurqui
030504;Apurímac;Cotabambas;Haquira
030505;Apurímac;Cotabambas;Mara
030506;Apurímac;Cotabambas;Challhuahuacho
0306 ;Apurímac;Chincheros; 
030601;Apurímac;Chincheros;Chincheros
030602;Apurímac;Chincheros;Anco_Huallo
030603;Apurímac;Chincheros;Cocharcas
030604;Apurímac;Chincheros;Huaccana
030605;Apurímac;Chincheros;Ocobamba
030606;Apurímac;Chincheros;Ongoy
030607;Apurímac;Chincheros;Uranmarca
030608;Apurímac;Chincheros;Ranracancha
030609;Apurímac;Chincheros;Rocchacc
030610;Apurímac;Chincheros;El Porvenir
030611;Apurímac;Chincheros;Los Chankas
030612;Apurímac;Chincheros;Ahuayro
0307 ;Apurímac;Grau; 
030701;Apurímac;Grau;Chuquibambilla
030702;Apurímac;Grau;Curpahuasi
030703;Apurímac;Grau;Gamarra
030704;Apurímac;Grau;Huayllati
030705;Apurímac;Grau;Mamara
030706;Apurímac;Grau;Micaela Bastidas
030707;Apurímac;Grau;Pataypampa
030708;Apurímac;Grau;Progreso
030709;Apurímac;Grau;San Antonio
030710;Apurímac;Grau;Santa Rosa
030711;Apurímac;Grau;Turpay
030712;Apurímac;Grau;Vilcabamba
030713;Apurímac;Grau;Virundo
030714;Apurímac;Grau;Curasco
0401 ;Arequipa;Arequipa; 
040101;Arequipa;Arequipa;Arequipa
040102;Arequipa;Arequipa;Alto Selva Alegre
040103;Arequipa;Arequipa;Cayma
040104;Arequipa;Arequipa;Cerro Colorado
040105;Arequipa;Arequipa;Characato
040106;Arequipa;Arequipa;Chiguata
040107;Arequipa;Arequipa;Jacobo Hunter
040108;Arequipa;Arequipa;La Joya
040109;Arequipa;Arequipa;Mariano Melgar
040110;Arequipa;Arequipa;Miraflores
040111;Arequipa;Arequipa;Mollebaya
040112;Arequipa;Arequipa;Paucarpata
040113;Arequipa;Arequipa;Pocsi
040114;Arequipa;Arequipa;Polobaya
040115;Arequipa;Arequipa;Quequeña
040116;Arequipa;Arequipa;Sabandia
040117;Arequipa;Arequipa;Sachaca
040118;Arequipa;Arequipa;San Juan de Siguas
040119;Arequipa;Arequipa;San Juan de Tarucani
040120;Arequipa;Arequipa;Santa Isabel de Siguas
040121;Arequipa;Arequipa;Santa Rita de Siguas
040122;Arequipa;Arequipa;Socabaya
040123;Arequipa;Arequipa;Tiabaya
040124;Arequipa;Arequipa;Uchumayo
040125;Arequipa;Arequipa;Vitor
040126;Arequipa;Arequipa;Yanahuara
040127;Arequipa;Arequipa;Yarabamba
040128;Arequipa;Arequipa;Yura
040129;Arequipa;Arequipa;José Luis Bustamante Y Rivero
0402 ;Arequipa;Camaná; 
040201;Arequipa;Camaná;Camaná
040202;Arequipa;Camaná;José María Quimper
040203;Arequipa;Camaná;Mariano Nicolás Valcárcel
040204;Arequipa;Camaná;Mariscal Cáceres
040205;Arequipa;Camaná;Nicolás de Pierola
040206;Arequipa;Camaná;Ocoña
040207;Arequipa;Camaná;Quilca
040208;Arequipa;Camaná;Samuel Pastor
0403 ;Arequipa;Caravelí; 
040301;Arequipa;Caravelí;Caravelí
040302;Arequipa;Caravelí;Acarí
040303;Arequipa;Caravelí;Atico
040304;Arequipa;Caravelí;Atiquipa
040305;Arequipa;Caravelí;Bella Unión
040306;Arequipa;Caravelí;Cahuacho
040307;Arequipa;Caravelí;Chala
040308;Arequipa;Caravelí;Chaparra
040309;Arequipa;Caravelí;Huanuhuanu
040310;Arequipa;Caravelí;Jaqui
040311;Arequipa;Caravelí;Lomas
040312;Arequipa;Caravelí;Quicacha
040313;Arequipa;Caravelí;Yauca
0404 ;Arequipa;Castilla; 
040401;Arequipa;Castilla;Aplao
040402;Arequipa;Castilla;Andagua
040403;Arequipa;Castilla;Ayo
040404;Arequipa;Castilla;Chachas
040405;Arequipa;Castilla;Chilcaymarca
040406;Arequipa;Castilla;Choco
040407;Arequipa;Castilla;Huancarqui
040408;Arequipa;Castilla;Machaguay
040409;Arequipa;Castilla;Orcopampa
040410;Arequipa;Castilla;Pampacolca
040411;Arequipa;Castilla;Tipan
040412;Arequipa;Castilla;Uñon
040413;Arequipa;Castilla;Uraca
040414;Arequipa;Castilla;Viraco
0405 ;Arequipa;Caylloma; 
040501;Arequipa;Caylloma;Chivay
040502;Arequipa;Caylloma;Achoma
040503;Arequipa;Caylloma;Cabanaconde
040504;Arequipa;Caylloma;Callalli
040505;Arequipa;Caylloma;Caylloma
040506;Arequipa;Caylloma;Coporaque
040507;Arequipa;Caylloma;Huambo
040508;Arequipa;Caylloma;Huanca
040509;Arequipa;Caylloma;Ichupampa
040510;Arequipa;Caylloma;Lari
040511;Arequipa;Caylloma;Lluta
040512;Arequipa;Caylloma;Maca
040513;Arequipa;Caylloma;Madrigal
040514;Arequipa;Caylloma;San Antonio de Chuca
040515;Arequipa;Caylloma;Sibayo
040516;Arequipa;Caylloma;Tapay
040517;Arequipa;Caylloma;Tisco
040518;Arequipa;Caylloma;Tuti
040519;Arequipa;Caylloma;Yanque
040520;Arequipa;Caylloma;Majes
0406 ;Arequipa;Condesuyos; 
040601;Arequipa;Condesuyos;Chuquibamba
040602;Arequipa;Condesuyos;Andaray
040603;Arequipa;Condesuyos;Cayarani
040604;Arequipa;Condesuyos;Chichas
040605;Arequipa;Condesuyos;Iray
040606;Arequipa;Condesuyos;Río Grande
040607;Arequipa;Condesuyos;Salamanca
040608;Arequipa;Condesuyos;Yanaquihua
0407 ;Arequipa;Islay; 
040701;Arequipa;Islay;Mollendo
040702;Arequipa;Islay;Cocachacra
040703;Arequipa;Islay;Dean Valdivia
040704;Arequipa;Islay;Islay
040705;Arequipa;Islay;Mejia
040706;Arequipa;Islay;Punta de Bombón
0408 ;Arequipa;La Uniòn; 
040801;Arequipa;La Uniòn;Cotahuasi
040802;Arequipa;La Uniòn;Alca
040803;Arequipa;La Uniòn;Charcana
040804;Arequipa;La Uniòn;Huaynacotas
040805;Arequipa;La Uniòn;Pampamarca
040806;Arequipa;La Uniòn;Puyca
040807;Arequipa;La Uniòn;Quechualla
040808;Arequipa;La Uniòn;Sayla
040809;Arequipa;La Uniòn;Tauria
040810;Arequipa;La Uniòn;Tomepampa
040811;Arequipa;La Uniòn;Toro
05  ;Ayacucho; ; 
0501 ;Ayacucho;Huamanga; 
050101;Ayacucho;Huamanga;Ayacucho
050102;Ayacucho;Huamanga;Acocro
050103;Ayacucho;Huamanga;Acos Vinchos
050104;Ayacucho;Huamanga;Carmen Alto
050105;Ayacucho;Huamanga;Chiara
050106;Ayacucho;Huamanga;Ocros
050107;Ayacucho;Huamanga;Pacaycasa
050108;Ayacucho;Huamanga;Quinua
050109;Ayacucho;Huamanga;San José de Ticllas
050110;Ayacucho;Huamanga;San Juan Bautista
050111;Ayacucho;Huamanga;Santiago de Pischa
050112;Ayacucho;Huamanga;Socos
050113;Ayacucho;Huamanga;Tambillo
050114;Ayacucho;Huamanga;Vinchos
050115;Ayacucho;Huamanga;Jesús Nazareno
050116;Ayacucho;Huamanga;Andrés Avelino Cáceres Dorregaray
0502 ;Ayacucho;Cangallo; 
050201;Ayacucho;Cangallo;Cangallo
050202;Ayacucho;Cangallo;Chuschi
050203;Ayacucho;Cangallo;Los Morochucos
050204;Ayacucho;Cangallo;María Parado de Bellido
050205;Ayacucho;Cangallo;Paras
050206;Ayacucho;Cangallo;Totos
0503 ;Ayacucho;Huanca Sancos; 
050301;Ayacucho;Huanca Sancos;Sancos
050302;Ayacucho;Huanca Sancos;Carapo
050303;Ayacucho;Huanca Sancos;Sacsamarca
050304;Ayacucho;Huanca Sancos;Santiago de Lucanamarca
0504 ;Ayacucho;Huanta; 
050401;Ayacucho;Huanta;Huanta
050402;Ayacucho;Huanta;Ayahuanco
050403;Ayacucho;Huanta;Huamanguilla
050404;Ayacucho;Huanta;Iguain
050405;Ayacucho;Huanta;Luricocha
050406;Ayacucho;Huanta;Santillana
050407;Ayacucho;Huanta;Sivia
050408;Ayacucho;Huanta;Llochegua
050409;Ayacucho;Huanta;Canayre
050410;Ayacucho;Huanta;Uchuraccay
050411;Ayacucho;Huanta;Pucacolpa
050412;Ayacucho;Huanta;Chaca
050413;Ayacucho;Huanta;Putis
0505 ;Ayacucho;La Mar; 
050501;Ayacucho;La Mar;San Miguel
050502;Ayacucho;La Mar;Anco
050503;Ayacucho;La Mar;Ayna
050504;Ayacucho;La Mar;Chilcas
050505;Ayacucho;La Mar;Chungui
050506;Ayacucho;La Mar;Luis Carranza
050507;Ayacucho;La Mar;Santa Rosa
050508;Ayacucho;La Mar;Tambo
050509;Ayacucho;La Mar;Samugari
050510;Ayacucho;La Mar;Anchihuay
050511;Ayacucho;La Mar;Oronccoy
050512;Ayacucho;La Mar;Unión Progreso
050513;Ayacucho;La Mar;Rio Magdalena
050514;Ayacucho;La Mar;Ninabamba
050515;Ayacucho;La Mar;Patibamba
0506 ;Ayacucho;Lucanas; 
050601;Ayacucho;Lucanas;Puquio
050602;Ayacucho;Lucanas;Aucara
050603;Ayacucho;Lucanas;Cabana
050604;Ayacucho;Lucanas;Carmen Salcedo
050605;Ayacucho;Lucanas;Chaviña
050606;Ayacucho;Lucanas;Chipao
050607;Ayacucho;Lucanas;Huac-Huas
050608;Ayacucho;Lucanas;Laramate
050609;Ayacucho;Lucanas;Leoncio Prado
050610;Ayacucho;Lucanas;Llauta
050611;Ayacucho;Lucanas;Lucanas
050612;Ayacucho;Lucanas;Ocaña
050613;Ayacucho;Lucanas;Otoca
050614;Ayacucho;Lucanas;Saisa
050615;Ayacucho;Lucanas;San Cristóbal
050616;Ayacucho;Lucanas;San Juan
050617;Ayacucho;Lucanas;San Pedro
050618;Ayacucho;Lucanas;San Pedro de Palco
050619;Ayacucho;Lucanas;Sancos
050620;Ayacucho;Lucanas;Santa Ana de Huaycahuacho
050621;Ayacucho;Lucanas;Santa Lucia
0507 ;Ayacucho;Parinacochas; 
050701;Ayacucho;Parinacochas;Coracora
050702;Ayacucho;Parinacochas;Chumpi
050703;Ayacucho;Parinacochas;Coronel Castañeda
050704;Ayacucho;Parinacochas;Pacapausa
050705;Ayacucho;Parinacochas;Pullo
050706;Ayacucho;Parinacochas;Puyusca
050707;Ayacucho;Parinacochas;San Francisco de Rivacayco
050708;Ayacucho;Parinacochas;Upahuacho
0508 ;Ayacucho;Pàucar del Sara Sara; 
050801;Ayacucho;Pàucar del Sara Sara;Pausa
050802;Ayacucho;Pàucar del Sara Sara;Colta
050803;Ayacucho;Pàucar del Sara Sara;Corculla
050804;Ayacucho;Pàucar del Sara Sara;Lampa
050805;Ayacucho;Pàucar del Sara Sara;Marcabamba
050806;Ayacucho;Pàucar del Sara Sara;Oyolo
050807;Ayacucho;Pàucar del Sara Sara;Pararca
050808;Ayacucho;Pàucar del Sara Sara;San Javier de Alpabamba
050809;Ayacucho;Pàucar del Sara Sara;San José de Ushua
050810;Ayacucho;Pàucar del Sara Sara;Sara Sara
0509 ;Ayacucho;Sucre; 
050901;Ayacucho;Sucre;Querobamba
050902;Ayacucho;Sucre;Belén
050903;Ayacucho;Sucre;Chalcos
050904;Ayacucho;Sucre;Chilcayoc
050905;Ayacucho;Sucre;Huacaña
050906;Ayacucho;Sucre;Morcolla
050907;Ayacucho;Sucre;Paico
050908;Ayacucho;Sucre;San Pedro de Larcay
050909;Ayacucho;Sucre;San Salvador de Quije
050910;Ayacucho;Sucre;Santiago de Paucaray
050911;Ayacucho;Sucre;Soras
0510 ;Ayacucho;Víctor Fajardo; 
051001;Ayacucho;Víctor Fajardo;Huancapi
051002;Ayacucho;Víctor Fajardo;Alcamenca
051003;Ayacucho;Víctor Fajardo;Apongo
051004;Ayacucho;Víctor Fajardo;Asquipata
051005;Ayacucho;Víctor Fajardo;Canaria
051006;Ayacucho;Víctor Fajardo;Cayara
051007;Ayacucho;Víctor Fajardo;Colca
051008;Ayacucho;Víctor Fajardo;Huamanquiquia
051009;Ayacucho;Víctor Fajardo;Huancaraylla
051010;Ayacucho;Víctor Fajardo;Hualla
051011;Ayacucho;Víctor Fajardo;Sarhua
051012;Ayacucho;Víctor Fajardo;Vilcanchos
0511 ;Ayacucho;Vilcas Huamán; 
051101;Ayacucho;Vilcas Huamán;Vilcas Huaman
051102;Ayacucho;Vilcas Huamán;Accomarca
051103;Ayacucho;Vilcas Huamán;Carhuanca
051104;Ayacucho;Vilcas Huamán;Concepción
051105;Ayacucho;Vilcas Huamán;Huambalpa
051106;Ayacucho;Vilcas Huamán;Independencia
051107;Ayacucho;Vilcas Huamán;Saurama
051108;Ayacucho;Vilcas Huamán;Vischongo
0601 ;Cajamarca;Cajamarca; 
060101;Cajamarca;Cajamarca;Cajamarca
060102;Cajamarca;Cajamarca;Asunción
060103;Cajamarca;Cajamarca;Chetilla
060104;Cajamarca;Cajamarca;Cospan
060105;Cajamarca;Cajamarca;Encañada
060106;Cajamarca;Cajamarca;Jesús
060107;Cajamarca;Cajamarca;Llacanora
060108;Cajamarca;Cajamarca;Los Baños del Inca
060109;Cajamarca;Cajamarca;Magdalena
060110;Cajamarca;Cajamarca;Matara
060111;Cajamarca;Cajamarca;Namora
060112;Cajamarca;Cajamarca;San Juan
0602 ;Cajamarca;Cajabamba; 
060201;Cajamarca;Cajabamba;Cajabamba
060202;Cajamarca;Cajabamba;Cachachi
060203;Cajamarca;Cajabamba;Condebamba
060204;Cajamarca;Cajabamba;Sitacocha
0603 ;Cajamarca;Celendín; 
